Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X,Centroid Y,Distance in um to nearest Cell,Area,Perimeter
CBPM03Lc_Sec06_NPY_merged.tif,e9d5e65a-e50c-4ff0-a8e9-e70c6e57026a,Annotation,Cell31,Cell,Root object (Image),Polygon,420.08,346.26,0.0682,29.29,21.12
CBPM03Lc_Sec07_VIP_merged.tif,f62ade9e-d3f9-4327-bd57-ded9289d8d20,Annotation,ROI,,Root object (Image),Rectangle,358.73,396.2,0,37066.9,770.12
CBPM03Lc_Sec07_VIP_merged.tif,21b9e80d-f070-4dce-8c81-7c36353338d2,Annotation,Cell48,Cell,Root object (Image),Polygon,319.69,306.82,0.7578,58.56,27.74
CBPM03Lc_Sec07_VIP_merged.tif,741007e2-0e1a-4bea-9018-62f1ea0aa96d,Annotation,Cell6,Cell,Root object (Image),Polygon,327.75,306.02,0.7636,24.11,18.01
CBPM03Lc_Sec07_VIP_merged.tif,5a44b647-4d3d-4e68-aa9d-0a5ae484fa84,Annotation,Cell36,Cell,Root object (Image),Polygon,337.46,314.78,6.867,63.74,29
CBPM03Lc_Sec07_VIP_merged.tif,14d54c7d-e7ff-4b64-addf-68293cf28313,Annotation,Cell83,Cell,Root object (Image),Polygon,397.65,314.4,6.5952,62.7,29.13
CBPM03Lc_Sec07_VIP_merged.tif,832c8105-86f0-4aca-bbb9-fa376e8e9f8b,Annotation,Cell33,Cell,Root object (Image),Polygon,369.97,316.13,3.421,26.44,19.07
CBPM03Lc_Sec07_VIP_merged.tif,b1699e0a-50ca-44bc-954d-7c1565b983e5,Annotation,Cell4,Cell,Root object (Image),Polygon,359.36,317.66,3.6897,56.74,27.21
CBPM03Lc_Sec07_VIP_merged.tif,631e1d1b-dc21-4f71-9e8a-5e96ef1a6945,Annotation,Cell65,Cell,Root object (Image),Polygon,381.62,317.45,5.0551,31.62,21.48
CBPM03Lc_Sec07_VIP_merged.tif,95e03588-277e-499e-b87d-68ee236e5f18,Annotation,Cell92,Cell,Root object (Image),Polygon,289.52,326.7,12.3115,64.52,30.81
CBPM03Lc_Sec07_VIP_merged.tif,3644771b-d1bc-4018-9725-6e6e997ecd82,Annotation,Cell55,Cell,Root object (Image),Polygon,414.29,330.42,5.775,36.23,22.17
CBPM03Lc_Sec07_VIP_merged.tif,b80f1b78-8808-449c-976f-ab2afa8d0901,Annotation,Cell84,Cell,Root object (Image),Polygon,310.1,331.39,9.8616,38.51,23.2
CBPM03Lc_Sec07_VIP_merged.tif,5fd5e7a9-0bc0-48f4-a3a3-0824ce3e9129,Annotation,Cell75,Cell,Root object (Image),Polygon,344.03,335.71,2.816,27.94,20.49
CBPM03Lc_Sec07_VIP_merged.tif,53a13930-7624-41e3-897d-716dcb32a520,Annotation,Cell35,Cell,Root object (Image),Polygon,437.29,337.71,0.7844,23.71,18.02
CBPM03Lc_Sec07_VIP_merged.tif,e10a7d99-de57-4d32-864f-13dc834b6927,Annotation,Cell52,Cell,Root object (Image),Polygon,430.68,338.53,0.757,32.16,21.71
CBPM03Lc_Sec07_VIP_merged.tif,f6274228-d603-4dd7-ac86-4723e2f01bb8,Annotation,Cell19,Cell,Root object (Image),Polygon,325.04,341.75,5.5172,66.37,29.97
CBPM03Lc_Sec07_VIP_merged.tif,1d1d8535-a2ec-4e34-922c-3a01c7df3b2c,Annotation,Cell40,Cell,Root object (Image),Polygon,410.52,342.47,1.4873,28.45,19.55
CBPM03Lc_Sec07_VIP_merged.tif,d65754ed-c7a1-4864-be9e-5ccaa25bf57f,Annotation,Cell68,Cell,Root object (Image),Polygon,273.42,344.7,6.4449,61.58,28.56
CBPM03Lc_Sec07_VIP_merged.tif,15d7064e-3e4a-440f-a990-276978608207,Annotation,Cell70,Cell,Root object (Image),Polygon,339.24,343.08,2.9808,30.69,20.77
CBPM03Lc_Sec07_VIP_merged.tif,e26dd23c-c896-40ad-8a8a-43566ed86a0a,Annotation,Cell58,Cell,Root object (Image),Polygon,366.22,344.14,16.1802,38.77,23.53
CBPM03Lc_Sec07_VIP_merged.tif,89f58904-a349-437e-899c-057ed6d11080,Annotation,Cell80,Cell,Root object (Image),Polygon,291.56,345.39,11.1323,16.77,14.92
CBPM03Lc_Sec07_VIP_merged.tif,b10463bb-5d3c-421d-91d4-ef1ab275cda9,Annotation,Cell47,Cell,Root object (Image),Polygon,442.71,346.41,5.3916,24.1,17.93
CBPM03Lc_Sec07_VIP_merged.tif,f8f98a2e-a2ae-4f2b-818a-f2ce5669294b,Annotation,Cell1,Cell,Root object (Image),Polygon,411.51,354.05,3.3053,59.62,28.76
CBPM03Lc_Sec07_VIP_merged.tif,366b3d66-f367-4dc8-9179-9e38b7da8364,Annotation,Cell7,Cell,Root object (Image),Polygon,276.13,357.17,6.2247,27.73,20.79
CBPM03Lc_Sec07_VIP_merged.tif,f57b8ab5-ae6d-43e5-8d9c-1f1c540257a5,Annotation,Cell11,Cell,Root object (Image),Polygon,394.88,358.04,1.7812,53.97,27.65
CBPM03Lc_Sec07_VIP_merged.tif,044f5dfa-da9b-40fd-ba06-2cb0d47d3121,Annotation,Cell21,Cell,Root object (Image),Polygon,314.07,357.97,7.9329,27.42,19.87
CBPM03Lc_Sec07_VIP_merged.tif,bf357ceb-0660-4f0d-b759-787d43e9af7f,Annotation,Cell62,Cell,Root object (Image),Polygon,298.93,364.93,8.0099,60.3,28.6
CBPM03Lc_Sec07_VIP_merged.tif,cc08cd01-1a10-49ac-bed5-d896c44cb633,Annotation,Cell89,Cell,Root object (Image),Polygon,444.91,364.5,5.8037,18.77,15.83
CBPM03Lc_Sec07_VIP_merged.tif,700512f3-c524-40ff-b69a-692620662ddd,Annotation,Cell50,Cell,Root object (Image),Polygon,392.85,366.8,1.7959,51.85,26.55
CBPM03Lc_Sec07_VIP_merged.tif,d3d66def-9993-41d9-985c-b68031879821,Annotation,Cell28,Cell,Root object (Image),Polygon,435.07,368.2,5.5314,14.43,14.2
CBPM03Lc_Sec07_VIP_merged.tif,f90b2b09-2909-4a7f-a986-1668df9a8666,Annotation,Cell57,Cell,Root object (Image),Polygon,322.55,374.44,10.8457,29.84,19.93
CBPM03Lc_Sec07_VIP_merged.tif,1f317b28-8196-4abd-bb31-df57f24263c9,Annotation,Cell69,Cell,Root object (Image),Polygon,348.15,374.9,6.464,29.71,20.05
CBPM03Lc_Sec07_VIP_merged.tif,57a65c93-a279-4331-a814-c8bda7c0b1e9,Annotation,Cell63,Cell,Root object (Image),Polygon,396.52,374.66,3.0494,19.13,16.3
CBPM03Lc_Sec07_VIP_merged.tif,f2fc1f0a-d83f-435a-b005-22aafe62601b,Annotation,Cell67,Cell,Root object (Image),Polygon,431.57,377.11,5.3294,17.44,15.23
CBPM03Lc_Sec07_VIP_merged.tif,8781d589-1e1d-4567-a46e-ff2647f0cfbe,Annotation,Cell59,Cell,Root object (Image),Polygon,379.52,380.87,7.4569,78.45,32.85
CBPM03Lc_Sec07_VIP_merged.tif,b06a2f6c-2309-4415-a088-92dd4eb0aa1e,Annotation,Cell5,Cell,Root object (Image),Polygon,337.68,385.23,4.3389,70.85,31.4
CBPM03Lc_Sec07_VIP_merged.tif,f40262ce-1e07-436d-8c41-9a4cca1e15a2,Annotation,Cell15,Cell,Root object (Image),Polygon,286.33,385.36,15.6211,42.19,24.33
CBPM03Lc_Sec07_VIP_merged.tif,5854ec9c-2649-4715-be77-7847e75869f3,Annotation,Cell9,Cell,Root object (Image),Polygon,394.47,385.49,5.6473,30.27,20.09
CBPM03Lc_Sec07_VIP_merged.tif,a2298847-0e5b-45a3-acb1-76444dd0c255,Annotation,Cell77,Cell,Root object (Image),Polygon,349.97,390.78,4.2466,52.18,26.65
CBPM03Lc_Sec07_VIP_merged.tif,e6895020-a484-4901-b3bf-9bb6ebfe5f2b,Annotation,Cell37,Cell,Root object (Image),Polygon,321.18,396.68,12.1312,23.32,17.63
CBPM03Lc_Sec07_VIP_merged.tif,aae4122b-2cb0-4f58-a720-5959c113eba6,Annotation,Cell87,Cell,Root object (Image),Polygon,435.44,396.4,2.2248,10.39,11.73
CBPM03Lc_Sec07_VIP_merged.tif,62fe7f0d-126c-4118-aceb-7ac80164a0d2,Annotation,Cell25,Cell,Root object (Image),Polygon,376.65,400.36,1.2758,39.57,24.12
CBPM03Lc_Sec07_VIP_merged.tif,7ae381a1-33cb-4804-b17a-f3a0bf215893,Annotation,Cell53,Cell,Root object (Image),Polygon,349.48,403.69,1.7,67.53,31.84
CBPM03Lc_Sec07_VIP_merged.tif,e153b218-ecf0-4adf-b960-72ee1201c756,Annotation,Cell26,Cell,Root object (Image),Polygon,436.83,404.19,0.309,34.63,22.85
CBPM03Lc_Sec07_VIP_merged.tif,8fe2a9c9-192b-4243-a3da-eae79866309f,Annotation,Cell72,Cell,Root object (Image),Polygon,372.9,407.88,1.2405,52.99,26.95
CBPM03Lc_Sec07_VIP_merged.tif,24b9aa18-f2d6-4e67-86dc-f2c73530c9d2,Annotation,Cell31,Cell,Root object (Image),Polygon,354.23,411.55,1.2168,34.94,24.41
CBPM03Lc_Sec07_VIP_merged.tif,56d52c26-e203-4095-89d6-1e47e46c575b,Annotation,Cell88,Cell,Root object (Image),Polygon,396.81,414.81,2.6069,64.96,30.67
CBPM03Lc_Sec07_VIP_merged.tif,3cacb909-ccb1-46ec-995a-8a940471b0d3,Annotation,Cell74,Cell,Root object (Image),Polygon,334.17,413.34,3.56,17.38,15.38
CBPM03Lc_Sec07_VIP_merged.tif,987672be-5dd7-4bb8-ac12-94dfec25d9fe,Annotation,Cell17,Cell,Root object (Image),Polygon,450.25,416.38,9.817,62.32,30.92
CBPM03Lc_Sec07_VIP_merged.tif,6f43cfe9-92c7-432e-bb25-542a6002b8e2,Annotation,Cell43,Cell,Root object (Image),Polygon,349.37,418.01,1.1802,29.21,20.22
CBPM03Lc_Sec07_VIP_merged.tif,1d62e5f7-f475-40a8-94fc-07bfacea8eda,Annotation,Cell23,Cell,Root object (Image),Polygon,367.3,419.01,4.8897,58.35,29.34
CBPM03Lc_Sec07_VIP_merged.tif,a8da34d3-aadc-4834-a9eb-efa286b2d0ce,Annotation,Cell14,Cell,Root object (Image),Polygon,341.64,419.36,1.1371,43.02,23.71
CBPM03Lc_Sec07_VIP_merged.tif,ec365ffa-4af0-46aa-a135-c4d7da9caaec,Annotation,Cell41,Cell,Root object (Image),Polygon,282.58,425.06,4.1956,75.19,32.67
CBPM03Lc_Sec07_VIP_merged.tif,656f8b62-5c74-435e-b5d8-74a20e81f58a,Annotation,Cell24,Cell,Root object (Image),Polygon,429.23,428.94,6.033,36.46,24.84
CBPM03Lc_Sec07_VIP_merged.tif,16911757-04ca-4f52-b640-c9c941843ee1,Annotation,Cell82,Cell,Root object (Image),Polygon,313.9,428.94,3.0714,25.01,18.26
CBPM03Lc_Sec07_VIP_merged.tif,ea6a1990-cd55-4d81-8492-5b1dd17dbe68,Annotation,Cell73,Cell,Root object (Image),Polygon,325.2,430.09,3.1304,54.86,29.68
CBPM03Lc_Sec07_VIP_merged.tif,691a7a80-9a7f-425f-850f-7bb04db28ffe,Annotation,Cell66,Cell,Root object (Image),Polygon,408.36,433.44,10.8815,65.12,30.01
CBPM03Lc_Sec07_VIP_merged.tif,f944bac8-5185-4eb6-bbe2-2caaaab724f0,Annotation,Cell56,Cell,Root object (Image),Polygon,270.04,432.63,4.2944,35.72,24.19
CBPM03Lc_Sec07_VIP_merged.tif,3d60b7d0-509a-4231-85d8-7188a079ab6e,Annotation,Cell76,Cell,Root object (Image),Polygon,290.54,434.93,0.8091,30.9,21.11
CBPM03Lc_Sec07_VIP_merged.tif,2c86e662-20f5-4131-a1b3-0466297a3d35,Annotation,Cell91,Cell,Root object (Image),Polygon,283.92,441.06,0.7876,73,32.82
CBPM03Lc_Sec07_VIP_merged.tif,a40bd794-baf2-466c-8331-f66578105184,Annotation,Cell10,Cell,Root object (Image),Polygon,353,439.19,15.4478,24.09,17.86
CBPM03Lc_Sec07_VIP_merged.tif,ad23b73b-ea59-4d53-a20b-d3aca8f14695,Annotation,Cell81,Cell,Root object (Image),Polygon,324.24,439.87,1.5249,32.14,27.65
CBPM03Lc_Sec07_VIP_merged.tif,c3b72fe3-a757-48f9-bb55-2e68bed0a5b7,Annotation,Cell29,Cell,Root object (Image),Polygon,453.9,440.89,17.7961,17.19,16.39
CBPM03Lc_Sec07_VIP_merged.tif,b2dfe066-46a8-40f0-8ed3-ceb277184615,Annotation,Cell79,Cell,Root object (Image),Polygon,427.31,441.42,5.9999,23,19.14
CBPM03Lc_Sec07_VIP_merged.tif,23c2832f-815e-42da-953c-9b455546c705,Annotation,Cell20,Cell,Root object (Image),Polygon,301.28,443.31,1.6604,20.13,20.8
CBPM03Lc_Sec07_VIP_merged.tif,a8fb9e3b-148b-4942-add9-c1d3c29639b9,Annotation,Cell13,Cell,Root object (Image),Polygon,389.92,448.62,5.757,52.48,36.97
CBPM03Lc_Sec07_VIP_merged.tif,88893802-6329-43b9-afd1-783021dc9049,Annotation,Cell8,Cell,Root object (Image),Polygon,319.73,446.4,1.472,50.48,28.6
CBPM03Lc_Sec07_VIP_merged.tif,b2f5a435-b9b4-4bce-b41f-96c516a17997,Annotation,Cell78,Cell,Root object (Image),Polygon,300.12,449.63,1.6221,29.46,20.72
CBPM03Lc_Sec07_VIP_merged.tif,83bd3750-bc57-4dd2-bfdc-6cffd809b7c3,Annotation,Cell16,Cell,Root object (Image),Polygon,330.36,450.18,3.5717,33.95,21.53
CBPM03Lc_Sec07_VIP_merged.tif,2d4ceab0-1316-4633-81be-13033c09526e,Annotation,Cell2,Cell,Root object (Image),Polygon,372.75,456.45,1.8114,27.15,20.36
CBPM03Lc_Sec07_VIP_merged.tif,5ee3c517-1f00-4674-a46c-b8098031b620,Annotation,Cell60,Cell,Root object (Image),Polygon,341.68,458.83,3.2094,28,19.42
CBPM03Lc_Sec07_VIP_merged.tif,94714683-806b-4a37-98e7-a97a135678a7,Annotation,Cell71,Cell,Root object (Image),Polygon,361.03,460.07,1.8923,64.35,30.08
CBPM03Lc_Sec07_VIP_merged.tif,382bec0b-708d-4aa6-a8fe-e6bf58a9a158,Annotation,Cell51,Cell,Root object (Image),Polygon,399.14,461.74,5.9289,66.93,30.13
CBPM03Lc_Sec07_VIP_merged.tif,5fe61a26-68c5-4286-af53-01f188813bda,Annotation,Cell32,Cell,Root object (Image),Polygon,345.3,466.25,3.1314,33.99,22.94
CBPM03Lc_Sec07_VIP_merged.tif,f3e4037a-912a-4ee5-9398-4d7a82d79e66,Annotation,Cell42,Cell,Root object (Image),Polygon,300.66,472.9,7.3817,28.11,21.18
CBPM03Lc_Sec07_VIP_merged.tif,b332c560-c81b-4d80-9cb6-c7b6ede10013,Annotation,Cell45,Cell,Root object (Image),Polygon,325.62,478.31,5.3913,55.25,26.96
CBPM03Lc_Sec07_VIP_merged.tif,b35730b8-ea68-4626-bb24-9dbefa040a54,Annotation,Cell46,Cell,Root object (Image),Polygon,414.22,479.34,1.2918,38.42,22.56
CBPM03Lc_Sec07_VIP_merged.tif,5dda88a0-6d66-4b82-a166-905b4273905f,Annotation,Cell39,Cell,Root object (Image),Polygon,450.69,478.53,12.7424,18.89,15.83
CBPM03Lc_Sec07_VIP_merged.tif,58e52a97-b3d9-4978-9c2a-7f7ae52aa087,Annotation,Cell90,Cell,Root object (Image),Polygon,338.6,481.03,5.2987,43.36,24.25
CBPM03Lc_Sec07_VIP_merged.tif,5d2555b1-0e4c-40d3-8ec7-f67d10d8ca92,Annotation,Cell44,Cell,Root object (Image),Polygon,381.06,479.81,5.0397,21.77,17.77
CBPM03Lc_Sec07_VIP_merged.tif,70a7a203-0bf9-4dae-894a-c59db7195636,Annotation,Cell61,Cell,Root object (Image),Polygon,421.61,483.06,1.4681,47.88,27.11
CBPM03Lc_Sec07_VIP_merged.tif,e861a703-51c2-4c33-94d7-94f25debbfca,Annotation,Cell12,Cell,Root object (Image),Polygon,392.97,483.2,6.6957,18.03,15.49
CBPM03Lc_Sec07_VIP_merged.tif,3f7e100c-aaa7-4241-bf99-0fdf887476f9,Annotation,Cell49,Cell,Root object (Image),Polygon,275.53,484.47,23.3394,15.84,14.79
CBPM03Lc_Sec07_VIP_merged.tif,3e53ad7f-9aa9-4f68-abb0-1669789fd363,Annotation,Cell85,Cell,Root object (Image),Polygon,308.88,484.96,0.8897,25.45,18.91
CBPM03Lc_Sec07_VIP_merged.tif,e3c5785a-7252-477c-bae0-920f28e01d9f,Annotation,Cell54,Cell,Root object (Image),Polygon,433.21,485.96,3.8484,38.82,22.86
CBPM03Lc_Sec07_VIP_merged.tif,04e05306-6709-43f9-9230-e2a680d77a90,Annotation,Cell38,Cell,Root object (Image),Polygon,313.22,488.8,1.0058,12.08,13.59
CBPM03Lc_Sec07_VIP_merged.tif,90f0ffe9-7f38-43af-972d-eb4d172155e7,Annotation,Cell22,Cell,Root object (Image),Polygon,305.31,490.01,0.8767,11.23,12.76
CBPM03Lc_Sec07_VIP_merged.tif,51f4e88f-3730-4351-9d63-3f96e9a95e81,Annotation,Cell18,Cell,Root object (Image),Polygon,379.71,489.87,5.2688,26.79,22.36
CBPM03Lc_Sec07_VIP_merged.tif,fc6dbd81-0ce1-488f-921e-71c58bb76262,Annotation,Cell86,Cell,Root object (Image),Polygon,430.94,408.64,0.4568,37.57,23
CBPM03Lc_Sec07_VIP_merged.tif,ca151ba6-2c53-44d7-ba46-4ea5a609febd,Annotation,Cell27,Cell,Root object (Image),Polygon,392.21,404.54,0.0066,19.01,17.05
CBPM03Lc_Sec07_VIP_merged.tif,b5e822e7-8987-4590-9edb-ba097b28ac88,Annotation,Cell34,Cell,Root object (Image),Polygon,396.87,405.96,0,30.84,21.11
CBPM03Lc_Sec07_VIP_merged.tif,19d6e734-d701-42e3-98d8-aa0dcbe8dcbd,Annotation,Cell3,Cell,Root object (Image),Polygon,417.25,343.53,0,17.8,17.11
CBPM03Lc_Sec07_VIP_merged.tif,6041f6bd-5fca-4aaa-a80d-c10b71c76155,Annotation,Cell64,Cell,Root object (Image),Polygon,420.09,346.27,0.0243,31.13,21.48
CBPM03Lc_Sec08_VIP_merged.tif,a65bce09-8395-4b12-a656-566aa10b6a2a,Annotation,ROI,,Root object (Image),Rectangle,358.73,396.2,0,37066.9,770.12
CBPM03Lc_Sec08_VIP_merged.tif,968ae3f6-345e-44bb-a449-e2e74ef984ec,Annotation,Cell17,Cell,Root object (Image),Polygon,329.43,304.7,0.9081,25.67,20.66
CBPM03Lc_Sec08_VIP_merged.tif,f9457bef-edda-4b27-898b-c2e8a32862b3,Annotation,Cell9,Cell,Root object (Image),Polygon,320.98,306.36,0.7589,66.72,29.83
CBPM03Lc_Sec08_VIP_merged.tif,a16552b9-6b42-4b7c-8f46-cf5a154d3c18,Annotation,Cell83,Cell,Root object (Image),Polygon,338.55,314.13,4.6624,69.4,30.22
CBPM03Lc_Sec08_VIP_merged.tif,d10b9dc0-0957-4346-a942-6715da369c08,Annotation,Cell65,Cell,Root object (Image),Polygon,397.27,314.02,7.1158,56.72,28.35
CBPM03Lc_Sec08_VIP_merged.tif,667626fa-c9ca-4fc1-92d1-5e8f1ebe3af2,Annotation,Cell4,Cell,Root object (Image),Polygon,371.14,315.36,3.8938,25.33,18.65
CBPM03Lc_Sec08_VIP_merged.tif,d8d77f18-4cd5-4b71-90f6-185e09ecbf56,Annotation,Cell57,Cell,Root object (Image),Polygon,360.59,317.14,3.8429,52.62,26.71
CBPM03Lc_Sec08_VIP_merged.tif,20cf5518-ac4c-4025-aca2-28c895989e73,Annotation,Cell89,Cell,Root object (Image),Polygon,382.15,316.9,5.6136,23.24,17.59
CBPM03Lc_Sec08_VIP_merged.tif,9d9b5e66-f320-4385-80e3-5696107e0346,Annotation,Cell35,Cell,Root object (Image),Polygon,328,317.7,4.4723,10.52,12.06
CBPM03Lc_Sec08_VIP_merged.tif,ac5098ad-24c1-40f5-9025-5f8997c0f8e3,Annotation,Cell18,Cell,Root object (Image),Polygon,290,326.36,12.0372,66.47,30.49
CBPM03Lc_Sec08_VIP_merged.tif,3e68a7f2-5a10-4e8e-84ad-efda3574c7f2,Annotation,Cell36,Cell,Root object (Image),Polygon,413.6,329.97,6.2859,33.31,21.08
CBPM03Lc_Sec08_VIP_merged.tif,57ee3eb2-21aa-4c6b-9556-289128ce952d,Annotation,Cell52,Cell,Root object (Image),Polygon,311.12,331.02,9.9251,37,22.86
CBPM03Lc_Sec08_VIP_merged.tif,3135acc2-c495-4482-ba0a-d8466e597ee1,Annotation,Cell5,Cell,Root object (Image),Polygon,345.24,335.16,2.9695,28.2,20.53
CBPM03Lc_Sec08_VIP_merged.tif,448d7585-dbd6-490c-9129-39f61a1400df,Annotation,Cell2,Cell,Root object (Image),Polygon,326.01,341.34,5.6468,66.59,30.37
CBPM03Lc_Sec08_VIP_merged.tif,1349d5ef-0077-49c7-9cb0-705cf0bec662,Annotation,Cell7,Cell,Root object (Image),Polygon,340.33,342.48,3.0462,29.76,20.39
CBPM03Lc_Sec08_VIP_merged.tif,c2fc33e7-a071-4a76-9134-4e2559157916,Annotation,Cell50,Cell,Root object (Image),Polygon,410.05,342.16,1.0311,30.82,20.29
CBPM03Lc_Sec08_VIP_merged.tif,f86b6588-8d24-4b4a-9df8-f4792118b70b,Annotation,Cell53,Cell,Root object (Image),Polygon,274.04,344.41,6.1905,66.46,29.44
CBPM03Lc_Sec08_VIP_merged.tif,9f1018d3-5eb2-49ba-a97b-1791b837e1bd,Annotation,Cell66,Cell,Root object (Image),Polygon,367.38,343.53,15.895,36.57,22.84
CBPM03Lc_Sec08_VIP_merged.tif,0254bbd2-5195-4180-8df6-d177156bb898,Annotation,Cell40,Cell,Root object (Image),Polygon,292.44,345.05,10.9565,16.94,14.99
CBPM03Lc_Sec08_VIP_merged.tif,69bb51ab-cab1-47c8-9313-52769842983f,Annotation,Cell51,Cell,Root object (Image),Polygon,442.13,346.21,5.0326,23.81,17.76
CBPM03Lc_Sec08_VIP_merged.tif,24dd7162-4266-4ef7-8a81-7cde345b8042,Annotation,Cell85,Cell,Root object (Image),Polygon,410.93,353.73,3.8563,58.13,27.97
CBPM03Lc_Sec08_VIP_merged.tif,52b8f814-6a4a-40c6-8d1b-bbaf8264388a,Annotation,Cell3,Cell,Root object (Image),Polygon,276.87,356.8,6.1413,28.85,20.98
CBPM03Lc_Sec08_VIP_merged.tif,17947969-1665-499d-9299-657c29772824,Annotation,Cell71,Cell,Root object (Image),Polygon,394.15,357.65,2.304,52.68,27.51
CBPM03Lc_Sec08_VIP_merged.tif,dbc9c68a-86b5-4580-b94b-6d7061d431f2,Annotation,Cell54,Cell,Root object (Image),Polygon,315.33,357.49,8.1017,26.96,20.51
CBPM03Lc_Sec08_VIP_merged.tif,6d32ce83-eb18-4d26-8f1d-fba805d8616e,Annotation,Cell31,Cell,Root object (Image),Polygon,299.74,364.55,8.2918,55.84,27.95
CBPM03Lc_Sec08_VIP_merged.tif,eae83f21-9059-424b-8a93-276648419e41,Annotation,Cell34,Cell,Root object (Image),Polygon,444.4,364.47,13.1146,16.2,14.72
CBPM03Lc_Sec08_VIP_merged.tif,1d36e295-b9c4-4572-8d4c-1776e1a1c30f,Annotation,Cell76,Cell,Root object (Image),Polygon,392.44,366.42,2.3105,46.54,25.87
CBPM03Lc_Sec08_VIP_merged.tif,4f86e6fa-8482-49ce-ad2d-6e59ec84cac5,Annotation,Cell49,Cell,Root object (Image),Polygon,323.39,374.07,10.3845,33.54,20.97
CBPM03Lc_Sec08_VIP_merged.tif,002bfdb4-d313-4453-92df-df70df6ae030,Annotation,Cell12,Cell,Root object (Image),Polygon,349.37,374.34,6.3356,34,21.37
CBPM03Lc_Sec08_VIP_merged.tif,901bbd7f-0db5-42fc-b244-716412164658,Annotation,Cell33,Cell,Root object (Image),Polygon,395.96,374.38,3.3175,21.71,17.47
CBPM03Lc_Sec08_VIP_merged.tif,1e1e93e6-aa71-4652-9090-8f0721a5ed66,Annotation,Cell20,Cell,Root object (Image),Polygon,431.21,377.05,13.5644,18.09,15.42
CBPM03Lc_Sec08_VIP_merged.tif,5444aa13-246b-4af8-a582-317cb96b0a3e,Annotation,Cell24,Cell,Root object (Image),Polygon,380.89,380.25,6.3017,77.41,32.13
CBPM03Lc_Sec08_VIP_merged.tif,f0c56cd6-85f0-4cd8-8db3-593f995bad9c,Annotation,Cell37,Cell,Root object (Image),Polygon,338.95,384.88,3.5098,76.44,32.54
CBPM03Lc_Sec08_VIP_merged.tif,4d699115-493a-418d-bfce-0078f27dfcb2,Annotation,Cell87,Cell,Root object (Image),Polygon,287.19,384.98,15.8782,40.26,23.94
CBPM03Lc_Sec08_VIP_merged.tif,cc2bd624-28cf-493c-b743-ec6b1dffaa6a,Annotation,Cell72,Cell,Root object (Image),Polygon,394.41,385.09,4.9805,26.63,18.89
CBPM03Lc_Sec08_VIP_merged.tif,eae0499a-b54c-4231-b26e-b1a31424d695,Annotation,Cell14,Cell,Root object (Image),Polygon,351.03,390.29,3.3535,55.58,27.9
CBPM03Lc_Sec08_VIP_merged.tif,9782ac95-5744-42e3-8980-b41741c9d1ba,Annotation,Cell55,Cell,Root object (Image),Polygon,322.38,396.45,11.4258,24.29,17.99
CBPM03Lc_Sec08_VIP_merged.tif,54c990fa-ae51-4d0f-8b6e-5b7d7fa2c595,Annotation,Cell26,Cell,Root object (Image),Polygon,350.56,403.56,2.5593,59.17,32.22
CBPM03Lc_Sec08_VIP_merged.tif,55ac6553-d85f-40b9-a627-2514b9384201,Annotation,Cell60,Cell,Root object (Image),Polygon,436.19,404,0.5015,42.36,24.39
CBPM03Lc_Sec08_VIP_merged.tif,f870f4e1-1164-439c-a33d-51b5bcd372a9,Annotation,Cell64,Cell,Root object (Image),Polygon,374.27,407.62,2.2518,51.3,26.83
CBPM03Lc_Sec08_VIP_merged.tif,55036181-23cf-488e-a4e6-c3f7ac832a16,Annotation,Cell48,Cell,Root object (Image),Polygon,355.26,411.43,1.9869,31.69,22.23
CBPM03Lc_Sec08_VIP_merged.tif,c6acbbc2-dfc9-4591-9fc9-8a83381cccd8,Annotation,Cell58,Cell,Root object (Image),Polygon,335.33,413.12,3.7549,19.32,16.11
CBPM03Lc_Sec08_VIP_merged.tif,045e9909-cee3-4b3c-b287-ccc885038e28,Annotation,Cell74,Cell,Root object (Image),Polygon,397.46,414.82,2.4649,55.24,27.68
CBPM03Lc_Sec08_VIP_merged.tif,27c2d690-baa9-4ebf-82a8-0759c3980091,Annotation,Cell25,Cell,Root object (Image),Polygon,448.8,416.12,10.1122,53.06,27.55
CBPM03Lc_Sec08_VIP_merged.tif,23019cf7-5d25-4efb-b29c-1f02544fbd1a,Annotation,Cell56,Cell,Root object (Image),Polygon,368.52,418.68,5.0038,59.01,29
CBPM03Lc_Sec08_VIP_merged.tif,3ed3deae-6669-42c8-bd3e-42192e19270c,Annotation,Cell86,Cell,Root object (Image),Polygon,342.95,418.96,0.8305,39.16,22.79
CBPM03Lc_Sec08_VIP_merged.tif,a6c4d25b-8ce7-4a8c-a4a9-1676cc22f037,Annotation,Cell30,Cell,Root object (Image),Polygon,350.34,417.96,0.9354,28,20.6
CBPM03Lc_Sec08_VIP_merged.tif,8c4d52a0-c14c-49d9-9c0c-ea6a83997b5c,Annotation,Cell23,Cell,Root object (Image),Polygon,282.86,425.22,4.4,75.47,32.56
CBPM03Lc_Sec08_VIP_merged.tif,5e7109ff-6c0f-43d4-90ba-7cbe86f72d4c,Annotation,Cell16,Cell,Root object (Image),Polygon,428.43,428.9,5.8563,37.17,24.73
CBPM03Lc_Sec08_VIP_merged.tif,a530d7da-ab03-4e58-899c-892b1909446f,Annotation,Cell11,Cell,Root object (Image),Polygon,326.45,429.92,3.7587,55.76,28.44
