Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X,Centroid Y,Distance in um to nearest Cell,Area,Perimeter
CBPM03Lc_Sec05_NPY_merged.tif,116fd526-fd01-45ec-b5c0-c7048bb4becc,Annotation,Cell91,Cell,Root object (Image),Polygon,334.46,413.17,4.1687,14.77,14.1
CBPM03Lc_Sec05_NPY_merged.tif,1aee01a5-7447-47d6-ae3e-a2bbb973e41a,Annotation,Cell25,Cell,Root object (Image),Polygon,450.61,415.96,10.9835,55.34,29.35
CBPM03Lc_Sec05_NPY_merged.tif,d3ec8e22-3f74-4aad-9f16-b8d286527ed6,Annotation,Cell33,Cell,Root object (Image),Polygon,349.81,417.75,1.5704,25.37,19
CBPM03Lc_Sec05_NPY_merged.tif,8adc5686-8c4c-458a-bcac-d08e01989282,Annotation,Cell19,Cell,Root object (Image),Polygon,367.64,418.48,4.9473,53.76,28.1
CBPM03Lc_Sec05_NPY_merged.tif,b910a24e-716e-433b-884b-41b16b1728d2,Annotation,Cell40,Cell,Root object (Image),Polygon,341.39,419.06,2.758,33.04,21.72
CBPM03Lc_Sec05_NPY_merged.tif,59cde3ca-8088-4e75-8b33-c7e9fa2941c1,Annotation,Cell38,Cell,Root object (Image),Polygon,282.26,425.26,4.5238,70.18,31.57
CBPM03Lc_Sec05_NPY_merged.tif,72cda6a8-4d44-4cdb-9b17-c6a376ef6f1d,Annotation,Cell84,Cell,Root object (Image),Polygon,429.72,428.76,7.8944,33.95,24.15
CBPM03Lc_Sec05_NPY_merged.tif,769ab0f0-ac28-4ba0-8a34-bcc5e9891f8a,Annotation,Cell44,Cell,Root object (Image),Polygon,313.34,429.36,3.6869,25.19,18.45
CBPM03Lc_Sec05_NPY_merged.tif,649246d9-18d3-4a37-82a2-25a20f8a3504,Annotation,Cell82,Cell,Root object (Image),Polygon,325.28,430.42,3.5856,56.19,28.13
CBPM03Lc_Sec05_NPY_merged.tif,0db87324-7cd8-4658-b77b-1bec97dbdcb5,Annotation,Cell30,Cell,Root object (Image),Polygon,408.7,433.18,11.932,54.28,28.05
CBPM03Lc_Sec05_NPY_merged.tif,722324fe-09dd-4b76-bfea-be1b5868101d,Annotation,Cell13,Cell,Root object (Image),Polygon,269.59,432.95,4.5613,38.22,24.76
CBPM03Lc_Sec05_NPY_merged.tif,e4a861ef-1008-4c4f-8c57-235199cf55e2,Annotation,Cell37,Cell,Root object (Image),Polygon,289.59,435.41,1.4191,33.14,22.37
CBPM03Lc_Sec05_NPY_merged.tif,226e07e0-cc87-4b98-b9df-d341c201755c,Annotation,Cell31,Cell,Root object (Image),Polygon,353.25,439,15.6918,25.37,18.34
CBPM03Lc_Sec05_NPY_merged.tif,ca8067d7-d239-4704-abae-4e7691119a1c,Annotation,Cell6,Cell,Root object (Image),Polygon,453.68,440.37,17.2311,20.75,18.01
CBPM03Lc_Sec05_NPY_merged.tif,1393c551-211f-4793-a38c-3c558cddbaba,Annotation,Cell39,Cell,Root object (Image),Polygon,283.2,441.47,1.315,62.8,30.05
CBPM03Lc_Sec05_NPY_merged.tif,770684f4-943f-4b38-8e5c-d3ef37b5fa6e,Annotation,Cell57,Cell,Root object (Image),Polygon,323.6,440.86,1.1503,36.18,24.33
CBPM03Lc_Sec05_NPY_merged.tif,ba60ac1e-146b-403b-8c9d-4d04461374c4,Annotation,Cell79,Cell,Root object (Image),Polygon,429.13,443.2,7.8996,24.51,19.76
CBPM03Lc_Sec05_NPY_merged.tif,4a47c110-e266-4616-8ee9-2038d951577f,Annotation,Cell65,Cell,Root object (Image),Polygon,385.77,443.92,1.2979,8.98,10.98
CBPM03Lc_Sec05_NPY_merged.tif,4653a4cf-9b0d-478f-9c6c-4d3293f73523,Annotation,Cell49,Cell,Root object (Image),Polygon,319.35,447.08,0.9946,49.18,27.75
CBPM03Lc_Sec05_NPY_merged.tif,215dc316-8964-4303-b7c9-04b425367319,Annotation,Cell73,Cell,Root object (Image),Polygon,392.18,448.23,1.4433,36.55,25.44
CBPM03Lc_Sec05_NPY_merged.tif,59b95e11-b646-4e9a-b803-d0e1fd221681,Annotation,Cell1,Cell,Root object (Image),Polygon,299.77,450.02,10.6671,24.71,18.35
CBPM03Lc_Sec05_NPY_merged.tif,8d00df91-f1f1-4224-b125-dc23c1bf778a,Annotation,Cell51,Cell,Root object (Image),Polygon,330.09,450.86,4.1232,32.25,23
CBPM03Lc_Sec05_NPY_merged.tif,e302ab53-6fbb-4984-be20-0bd4039713c5,Annotation,Cell50,Cell,Root object (Image),Polygon,371.63,456.37,2.4634,19.66,16.51
CBPM03Lc_Sec05_NPY_merged.tif,1bb50d5c-0645-443e-bc39-c9ba1bced8bd,Annotation,Cell17,Cell,Root object (Image),Polygon,360.97,459.97,2.721,61.81,29.48
CBPM03Lc_Sec05_NPY_merged.tif,b18e0686-de30-41e7-85b4-32c55db24833,Annotation,Cell2,Cell,Root object (Image),Polygon,341.27,459.44,3.3055,25.47,18.59
CBPM03Lc_Sec05_NPY_merged.tif,71a53872-ad3b-448b-8d54-a3cabc261cc3,Annotation,Cell58,Cell,Root object (Image),Polygon,399.39,461.27,7.1244,62.45,29.1
CBPM03Lc_Sec05_NPY_merged.tif,c8ba27a8-b70c-464b-8d0e-04cd70f656fa,Annotation,Cell94,Cell,Root object (Image),Polygon,345,466.62,3.2902,35.78,24.13
CBPM03Lc_Sec05_NPY_merged.tif,a81b2847-54f0-442d-a5d0-8daceac08333,Annotation,Cell10,Cell,Root object (Image),Polygon,301.16,472.97,7.4273,30.15,22.16
CBPM03Lc_Sec05_NPY_merged.tif,914fd749-1fb4-4e3f-89e6-a91ab2933d30,Annotation,Cell90,Cell,Root object (Image),Polygon,363.89,473.54,7.9375,17.13,15.15
CBPM03Lc_Sec05_NPY_merged.tif,13eaa8b3-c410-46d6-817d-be7497903ba1,Annotation,Cell88,Cell,Root object (Image),Polygon,324.95,478.65,5.3916,46.7,24.79
CBPM03Lc_Sec05_NPY_merged.tif,a280f046-c275-41f1-af2e-5a42e5d82415,Annotation,Cell85,Cell,Root object (Image),Polygon,415.2,479.45,1.1632,34.62,22.77
CBPM03Lc_Sec05_NPY_merged.tif,d8aa29f7-401a-48bd-8e82-31c9a7d39379,Annotation,Cell92,Cell,Root object (Image),Polygon,337.96,481.65,5.3724,45.46,24.92
CBPM03Lc_Sec05_NPY_merged.tif,ac36a789-15c7-4d6a-9c72-9361e23fe215,Annotation,Cell62,Cell,Root object (Image),Polygon,381.47,480.96,5.0077,21.65,17.87
CBPM03Lc_Sec05_NPY_merged.tif,7903b562-500d-4400-a22c-ee5af7d97afd,Annotation,Cell34,Cell,Root object (Image),Polygon,422.38,482.92,1.0388,41.99,25.8
CBPM03Lc_Sec05_NPY_merged.tif,dcc2997b-268a-4dfd-9a67-42ad2d949f85,Annotation,Cell45,Cell,Root object (Image),Polygon,392.93,483.94,6.6972,19.46,16.17
CBPM03Lc_Sec05_NPY_merged.tif,7aa9378a-6505-4114-a5f3-9f827c22b314,Annotation,Cell81,Cell,Root object (Image),Polygon,275.17,484.49,23.2614,18.09,15.49
CBPM03Lc_Sec05_NPY_merged.tif,c9b443cf-7318-440f-97df-1270aea4e4fb,Annotation,Cell78,Cell,Root object (Image),Polygon,433.42,485.53,3.9472,38.56,22.65
CBPM03Lc_Sec05_NPY_merged.tif,70a55df9-de74-464f-ba3d-24f99070b377,Annotation,Cell89,Cell,Root object (Image),Polygon,308.02,486.05,0.6343,22.26,18.86
CBPM03Lc_Sec05_NPY_merged.tif,2d05c957-8df9-4706-adc7-ebb2e66f93a9,Annotation,Cell5,Cell,Root object (Image),Polygon,367.93,487.48,6.41,17.89,15.32
CBPM03Lc_Sec05_NPY_merged.tif,722210e8-a3e4-4162-babf-6a65e6529416,Annotation,Cell87,Cell,Root object (Image),Polygon,312.07,489.08,0.7882,11.33,13.13
CBPM03Lc_Sec05_NPY_merged.tif,693d1362-66d4-44fa-9d9b-ac7761864d32,Annotation,Cell32,Cell,Root object (Image),Polygon,329.91,489.35,5.4524,10.48,12.36
CBPM03Lc_Sec05_NPY_merged.tif,3ef9a666-5ce9-49e3-835b-b208ec030442,Annotation,Cell27,Cell,Root object (Image),Polygon,304.6,490.68,0.9658,9.704,12.38
CBPM03Lc_Sec05_NPY_merged.tif,45ff6da6-8e19-432a-9a1a-3e4278e180cd,Annotation,Cell86,Cell,Root object (Image),Polygon,379.5,490.42,4.8418,20.01,18.28
CBPM03Lc_Sec05_NPY_merged.tif,1a13f2d6-d11c-426c-88ce-09690b4d4211,Annotation,Cell46,Cell,Root object (Image),Polygon,337.89,314.42,6.552,59.77,28.71
CBPM03Lc_Sec05_NPY_merged.tif,c536a1a2-c268-4758-bb1c-00760433ca36,Annotation,Cell93,Cell,Root object (Image),Polygon,396.95,414.35,1.7366,55.8,28.17
CBPM03Lc_Sec05_NPY_merged.tif,f6d69eda-cfa1-4593-8aea-d34d0c6d57a7,Annotation,Cell42,Cell,Root object (Image),Polygon,418.03,343.22,0,16.05,16.4
CBPM03Lc_Sec05_NPY_merged.tif,99636a5e-2c5e-47da-8f1b-74e1ee372c7a,Annotation,Cell75,Cell,Root object (Image),Polygon,420.73,345.82,0,31.04,21.46
CBPM03Lc_Sec05_NPY_merged.tif,301b595d-6088-47a0-b108-03f8f6464e78,Annotation,Cell36,Cell,Root object (Image),Polygon,392.14,404.3,0,20.3,17.25
CBPM03Lc_Sec05_NPY_merged.tif,437a7b3a-aead-47e8-84e3-204168f7b8d4,Annotation,Cell83,Cell,Root object (Image),Polygon,397.03,405.56,0,34.29,22.74
CBPM03Lc_Sec06_NPY_merged.tif,1a35eb59-9534-4768-8701-1d249ce60e2c,Annotation,ROI,,Root object (Image),Rectangle,358.73,396.2,0,37066.9,770.12
CBPM03Lc_Sec06_NPY_merged.tif,22b227e3-d481-4538-a8c5-1d29afdb7c7f,Annotation,Cell40,Cell,Root object (Image),Polygon,319.28,306.96,1.1826,57.82,27.89
CBPM03Lc_Sec06_NPY_merged.tif,ef3248eb-fd4c-48cf-aa7a-20bb7ed35185,Annotation,Cell27,Cell,Root object (Image),Polygon,327.71,306.3,1.2816,22.29,17.53
CBPM03Lc_Sec06_NPY_merged.tif,15fae4b0-bfdd-4e5c-8705-6a1b2d7c9580,Annotation,Cell29,Cell,Root object (Image),Polygon,397.49,314.21,6.7203,64.49,29.76
CBPM03Lc_Sec06_NPY_merged.tif,771d1294-6435-4e06-9d9c-cc7a88735771,Annotation,Cell10,Cell,Root object (Image),Polygon,336.9,314.83,5.7402,64.26,28.99
CBPM03Lc_Sec06_NPY_merged.tif,04c037ef-2fd3-42b2-9cf6-0ec305af3a75,Annotation,Cell42,Cell,Root object (Image),Polygon,369.88,316.16,4.1226,25.42,18.7
CBPM03Lc_Sec06_NPY_merged.tif,9be32803-7145-4406-8b73-bb9afaf364d1,Annotation,Cell38,Cell,Root object (Image),Polygon,358.98,317.78,4.1317,59.33,28.12
CBPM03Lc_Sec06_NPY_merged.tif,815dfe06-4af8-4a18-8e84-3dc9313cdf77,Annotation,Cell94,Cell,Root object (Image),Polygon,381.31,317.39,4.735,31.39,21.65
CBPM03Lc_Sec06_NPY_merged.tif,46aabf6c-f5ff-4792-82a8-c8b1c518b374,Annotation,Cell51,Cell,Root object (Image),Polygon,291.09,325.57,12.15,69.32,31.43
CBPM03Lc_Sec06_NPY_merged.tif,15dcda2b-e892-4693-a0bf-58c26c3516b0,Annotation,Cell22,Cell,Root object (Image),Polygon,423.75,328.38,4.268,9.809,11.48
CBPM03Lc_Sec06_NPY_merged.tif,265b73dc-42a6-44c3-bfe6-2ab1bf0c894f,Annotation,Cell75,Cell,Root object (Image),Polygon,413.99,330.51,4.416,39.99,23.22
CBPM03Lc_Sec06_NPY_merged.tif,85cd7bc4-efa7-436a-907a-ee0223fc7d65,Annotation,Cell36,Cell,Root object (Image),Polygon,310.42,331.07,9.6128,28.22,19.36
CBPM03Lc_Sec06_NPY_merged.tif,4983e04a-cae9-4bba-ac0e-0da2dc43f3f7,Annotation,Cell73,Cell,Root object (Image),Polygon,343.62,335.84,3.5827,25.34,19.48
CBPM03Lc_Sec06_NPY_merged.tif,35c166c1-1748-42fa-bd49-21e7712ac215,Annotation,Cell46,Cell,Root object (Image),Polygon,436.94,337.62,1.1702,26.2,19.22
CBPM03Lc_Sec06_NPY_merged.tif,b37733db-3a2e-43ea-a851-afb2ebdd39cc,Annotation,Cell17,Cell,Root object (Image),Polygon,429.94,338.5,1.0716,26.84,19.42
CBPM03Lc_Sec06_NPY_merged.tif,443c3895-dc6d-4a95-8cf6-6832803414d2,Annotation,Cell18,Cell,Root object (Image),Polygon,324.47,341.85,5.2562,67.09,30.25
CBPM03Lc_Sec06_NPY_merged.tif,b318a6aa-6c24-4bdc-bd16-e78f7ca8582e,Annotation,Cell90,Cell,Root object (Image),Polygon,274.59,343.69,6.6578,61.3,28.69
CBPM03Lc_Sec06_NPY_merged.tif,bed13b70-35c2-4e2e-bc9e-d9fa380dd73c,Annotation,Cell15,Cell,Root object (Image),Polygon,410.31,342.47,1.4663,27.98,19.53
CBPM03Lc_Sec06_NPY_merged.tif,df372d4d-6979-4013-9ce4-840659a40684,Annotation,Cell65,Cell,Root object (Image),Polygon,338.47,343.49,3.7227,30,20.82
CBPM03Lc_Sec06_NPY_merged.tif,bca4db65-86d4-4ad9-92e4-27c169d016c9,Annotation,Cell20,Cell,Root object (Image),Polygon,365.84,344.31,16.1627,40.63,24.29
CBPM03Lc_Sec06_NPY_merged.tif,8c415bcc-67a2-4b3c-8c9b-39dab3b5b1ea,Annotation,Cell44,Cell,Root object (Image),Polygon,293.18,344.4,11.5729,15.4,14.29
CBPM03Lc_Sec06_NPY_merged.tif,a551af80-77dc-4532-96a4-c3e1ec3fb790,Annotation,Cell63,Cell,Root object (Image),Polygon,442.65,346.15,5.1979,22.03,17.13
CBPM03Lc_Sec06_NPY_merged.tif,08be1cf1-352e-406c-bc1d-defda5dff288,Annotation,Cell88,Cell,Root object (Image),Polygon,411.16,353.97,3.4968,59.45,28.92
CBPM03Lc_Sec06_NPY_merged.tif,ced54838-f402-4888-a0f3-d135ec814ac9,Annotation,Cell4,Cell,Root object (Image),Polygon,277.72,356.16,6.6957,27.02,20.56
CBPM03Lc_Sec06_NPY_merged.tif,eb57ccfd-dcd6-427d-8a6b-02fa5cb5b872,Annotation,Cell30,Cell,Root object (Image),Polygon,315.61,356.79,7.908,25.77,19.74
CBPM03Lc_Sec06_NPY_merged.tif,f0c3831f-b96c-42dc-aa36-ee8657a51679,Annotation,Cell71,Cell,Root object (Image),Polygon,394.55,357.97,1.5797,58.4,28.82
CBPM03Lc_Sec06_NPY_merged.tif,11d374ca-9dbb-481c-885e-cbc928441726,Annotation,Cell11,Cell,Root object (Image),Polygon,300.54,364.04,7.9396,65.63,29.78
CBPM03Lc_Sec06_NPY_merged.tif,85c742ba-34bf-4dfb-be49-a3a927b7cfae,Annotation,Cell62,Cell,Root object (Image),Polygon,444.73,364.47,12.896,21.42,17.11
CBPM03Lc_Sec06_NPY_merged.tif,1858522f-3d50-4792-8692-bc57678a602b,Annotation,Cell45,Cell,Root object (Image),Polygon,392.26,366.79,1.6527,48.92,27.39
CBPM03Lc_Sec06_NPY_merged.tif,be106277-a938-40d6-935b-5e610597a4df,Annotation,Cell2,Cell,Root object (Image),Polygon,324.35,373.36,11.0409,25.61,18.52
CBPM03Lc_Sec06_NPY_merged.tif,39d61f3a-c9b3-4cc5-9dce-ca573ea215cf,Annotation,Cell64,Cell,Root object (Image),Polygon,347.63,375.11,6.6448,30.37,20.11
CBPM03Lc_Sec06_NPY_merged.tif,736c6743-2958-4981-87d5-9718aca64043,Annotation,Cell52,Cell,Root object (Image),Polygon,396.1,374.4,2.751,17.86,15.63
CBPM03Lc_Sec06_NPY_merged.tif,fc3dd866-e716-43de-8731-b4863b226bc1,Annotation,Cell26,Cell,Root object (Image),Polygon,431.32,377.02,13.0909,17.29,15.16
CBPM03Lc_Sec06_NPY_merged.tif,955a0f7a-ae37-4070-9820-b20aa16f154b,Annotation,Cell41,Cell,Root object (Image),Polygon,378.91,380.92,7.4097,81.92,33.6
CBPM03Lc_Sec06_NPY_merged.tif,05e703a0-7923-43a4-8dda-7d8b0ed9f006,Annotation,Cell16,Cell,Root object (Image),Polygon,338.41,384.46,3.4573,46.28,30.76
CBPM03Lc_Sec06_NPY_merged.tif,618e3da7-d444-4206-af36-6a11096575a8,Annotation,Cell37,Cell,Root object (Image),Polygon,287.75,384.43,15.5779,45.4,25.42
CBPM03Lc_Sec06_NPY_merged.tif,c86235ca-4aaf-4072-9b78-1da200607456,Annotation,Cell79,Cell,Root object (Image),Polygon,394.14,385.63,5.9826,29.04,20.02
CBPM03Lc_Sec06_NPY_merged.tif,7e9f7d50-c577-4ba8-8ce6-d4c12a7906ec,Annotation,Cell48,Cell,Root object (Image),Polygon,349.38,391.04,3.3983,51.14,26.92
CBPM03Lc_Sec06_NPY_merged.tif,cfc1ed18-a96e-4bd4-a363-503f5198a96a,Annotation,Cell39,Cell,Root object (Image),Polygon,322.42,395.76,12.2172,21.03,16.78
CBPM03Lc_Sec06_NPY_merged.tif,16c01527-0e69-4d61-9ad6-df84feae06b8,Annotation,Cell43,Cell,Root object (Image),Polygon,434.96,396.62,3.9264,11.97,12.84
CBPM03Lc_Sec06_NPY_merged.tif,dfc622e6-c1fc-4707-b2f9-6b8f8e843577,Annotation,Cell19,Cell,Root object (Image),Polygon,376.15,400.56,1.2726,37.88,23.82
CBPM03Lc_Sec06_NPY_merged.tif,523a8193-cff9-4d28-ba62-5f56e587c315,Annotation,Cell35,Cell,Root object (Image),Polygon,349.59,403.28,1.9211,44.72,25.87
CBPM03Lc_Sec06_NPY_merged.tif,20e67687-7519-4541-abc1-c924b6df564e,Annotation,Cell82,Cell,Root object (Image),Polygon,436.38,404.7,0.7946,29.87,20.89
CBPM03Lc_Sec06_NPY_merged.tif,b6df0279-d475-4c06-84e9-d8cb21444c19,Annotation,Cell12,Cell,Root object (Image),Polygon,372.25,408.1,1.4079,56.97,28.16
CBPM03Lc_Sec06_NPY_merged.tif,428df11d-d1ff-4b0d-a165-0d0e73282cb1,Annotation,Cell24,Cell,Root object (Image),Polygon,354.57,411.3,1.3638,23.79,18.9
CBPM03Lc_Sec06_NPY_merged.tif,4e5ebd49-2a2f-4c06-a782-1175bd504f97,Annotation,Cell84,Cell,Root object (Image),Polygon,335.89,412.57,3.9014,16.3,14.71
CBPM03Lc_Sec06_NPY_merged.tif,6c61f0b0-4ada-4dec-ae25-c8ebecf2713e,Annotation,Cell7,Cell,Root object (Image),Polygon,449.57,416.34,10.4808,54.5,32.23
CBPM03Lc_Sec06_NPY_merged.tif,3be1f220-0c68-4a0c-8e0c-d3e979011d21,Annotation,Cell28,Cell,Root object (Image),Polygon,343.14,418.49,1.2103,36.7,22.26
CBPM03Lc_Sec06_NPY_merged.tif,05ef9269-70d2-4b2c-824e-899ad0b7fa9a,Annotation,Cell57,Cell,Root object (Image),Polygon,350.96,417.51,1.1493,28.58,20.47
CBPM03Lc_Sec06_NPY_merged.tif,b1d79da1-5618-4246-8c3f-8f03aa2da34b,Annotation,Cell13,Cell,Root object (Image),Polygon,366.4,419.47,4.7511,64.74,31.91
CBPM03Lc_Sec06_NPY_merged.tif,92699447-cdf2-46d4-8d0c-09c1e74c49ad,Annotation,Cell14,Cell,Root object (Image),Polygon,283.54,424.66,4.0206,76.65,32.8
CBPM03Lc_Sec06_NPY_merged.tif,f71f0859-2706-42e8-b56c-1c4a4bffaa1e,Annotation,Cell50,Cell,Root object (Image),Polygon,326.87,429.43,3.6198,55.56,28.18
CBPM03Lc_Sec06_NPY_merged.tif,06af384e-8690-4198-bc3c-40599bfa7c3f,Annotation,Cell85,Cell,Root object (Image),Polygon,428.74,429.16,5.7584,33.05,23.94
CBPM03Lc_Sec06_NPY_merged.tif,3243885a-5db4-48f8-a826-e2b53d3e1085,Annotation,Cell56,Cell,Root object (Image),Polygon,314.71,428.77,3.7267,27.17,19.06
CBPM03Lc_Sec06_NPY_merged.tif,1e4ff820-cc9f-466d-a506-3028063ad3f2,Annotation,Cell89,Cell,Root object (Image),Polygon,271.13,432.5,4.2669,36.57,24.56
CBPM03Lc_Sec06_NPY_merged.tif,51aff361-8dc2-49c6-8439-8251721c09ac,Annotation,Cell68,Cell,Root object (Image),Polygon,407.83,433.69,11.0242,62.34,29.63
CBPM03Lc_Sec06_NPY_merged.tif,1643c07b-ff67-4a32-9e1c-6fccb07e1ce5,Annotation,Cell34,Cell,Root object (Image),Polygon,290.81,435.3,1.0529,36.44,23.6
CBPM03Lc_Sec06_NPY_merged.tif,e8f599a2-a8c6-4a8d-84cc-b3057121bc92,Annotation,Cell83,Cell,Root object (Image),Polygon,354.41,438.51,14.085,23.68,17.69
CBPM03Lc_Sec06_NPY_merged.tif,cf8f5a0f-09a7-43f5-805e-8b6e1bb7da19,Annotation,Cell8,Cell,Root object (Image),Polygon,283.93,441.23,1.0827,59.98,29.91
CBPM03Lc_Sec06_NPY_merged.tif,c1bc9086-fd46-4429-9999-69150708d374,Annotation,Cell74,Cell,Root object (Image),Polygon,325.59,439.63,1.6973,26.73,25.01
CBPM03Lc_Sec06_NPY_merged.tif,d5a9e9ce-2ad0-4689-a6de-b724ac639e16,Annotation,Cell9,Cell,Root object (Image),Polygon,453.45,440.85,17.5435,22.64,18.19
CBPM03Lc_Sec06_NPY_merged.tif,1c1fe3fc-f8e5-4bef-8973-c82836612641,Annotation,Cell33,Cell,Root object (Image),Polygon,426.94,441.51,5.8789,22.52,18.38
CBPM03Lc_Sec06_NPY_merged.tif,920c29fd-ebae-4df2-acda-4eb0b8e81c12,Annotation,Cell77,Cell,Root object (Image),Polygon,384.74,445.59,0.9289,14.95,15.22
CBPM03Lc_Sec06_NPY_merged.tif,c4574c6a-615b-4fe9-9018-6da12ef96ea6,Annotation,Cell1,Cell,Root object (Image),Polygon,320.7,446.32,1.7363,49.11,28.18
CBPM03Lc_Sec06_NPY_merged.tif,a49e7d9d-c526-48dc-b6cb-c1e9bd39e29a,Annotation,Cell25,Cell,Root object (Image),Polygon,300.82,449.52,10.4764,27.25,20.13
CBPM03Lc_Sec06_NPY_merged.tif,706f62a0-0d9b-408b-9aa4-e1f8a78c57f4,Annotation,Cell6,Cell,Root object (Image),Polygon,331.52,450.15,4.3782,32.66,22.75
CBPM03Lc_Sec06_NPY_merged.tif,71788dd9-ed60-441f-964b-058dd2e4ec54,Annotation,Cell53,Cell,Root object (Image),Polygon,391.29,450.41,0.773,32.68,24.74
CBPM03Lc_Sec06_NPY_merged.tif,5051a4fd-d3de-4d5b-9800-1f8f879d49cd,Annotation,Cell80,Cell,Root object (Image),Polygon,373.79,455.74,2.6826,22.6,18.17
CBPM03Lc_Sec06_NPY_merged.tif,878d5bdd-174b-4bc3-ab3f-7244d8d3fee6,Annotation,Cell69,Cell,Root object (Image),Polygon,362.42,459.42,2.5127,65.22,30.21
CBPM03Lc_Sec06_NPY_merged.tif,34d6b4a8-0b59-4670-83d3-a54edf002178,Annotation,Cell87,Cell,Root object (Image),Polygon,342.5,458.81,3.2583,26.04,18.86
CBPM03Lc_Sec06_NPY_merged.tif,8804631b-b714-4fc2-9f5f-661010ae8d52,Annotation,Cell32,Cell,Root object (Image),Polygon,398.57,462.11,5.7247,69.19,30.75
CBPM03Lc_Sec06_NPY_merged.tif,a0cde6e8-e4d9-4f5e-8d0d-2f167481cf80,Annotation,Cell66,Cell,Root object (Image),Polygon,346.1,466.28,3.222,34.34,23.07
CBPM03Lc_Sec06_NPY_merged.tif,a4d13351-b86c-4e2c-ac76-5cc947eebb40,Annotation,Cell86,Cell,Root object (Image),Polygon,301.13,472.8,7.7828,26.48,20.79
CBPM03Lc_Sec06_NPY_merged.tif,6fd6672c-46a9-46c9-a90f-e26ce3220c55,Annotation,Cell54,Cell,Root object (Image),Polygon,365.01,472.99,7.7555,15.63,14.48
CBPM03Lc_Sec06_NPY_merged.tif,ad6a2aed-9459-4b0b-a28f-cb384e65920b,Annotation,Cell92,Cell,Root object (Image),Polygon,326.04,478.27,4.8897,50.88,26.05
CBPM03Lc_Sec06_NPY_merged.tif,6af9ba62-c29b-462c-b19b-bcd982239f45,Annotation,Cell23,Cell,Root object (Image),Polygon,413.72,479.57,1.4099,37.11,22.48
CBPM03Lc_Sec06_NPY_merged.tif,edc8d1ac-f076-477b-b91a-7685654cfb56,Annotation,Cell61,Cell,Root object (Image),Polygon,450.28,478.82,13.3034,14.77,14.03
CBPM03Lc_Sec06_NPY_merged.tif,401c3b8b-c1b5-430d-acd5-e8ce201463f5,Annotation,Cell91,Cell,Root object (Image),Polygon,339.14,481.07,4.9972,45.69,24.86
CBPM03Lc_Sec06_NPY_merged.tif,875f7ab6-f886-4a78-af3a-456eb095b193,Annotation,Cell21,Cell,Root object (Image),Polygon,381.86,480.03,5.2575,21.25,17.8
CBPM03Lc_Sec06_NPY_merged.tif,ebd1067e-af3c-4861-9264-024b862a45bc,Annotation,Cell3,Cell,Root object (Image),Polygon,421.11,483.88,1.326,41.63,31.02
CBPM03Lc_Sec06_NPY_merged.tif,63cbd82f-0c5c-403e-9ecd-90c77b9da230,Annotation,Cell55,Cell,Root object (Image),Polygon,393.74,483.4,6.9444,17.46,15.2
CBPM03Lc_Sec06_NPY_merged.tif,0444eeba-ee12-4efb-89aa-6b523b2d07ea,Annotation,Cell5,Cell,Root object (Image),Polygon,276.16,484.56,23.1833,15.29,14.34
CBPM03Lc_Sec06_NPY_merged.tif,a212c15f-cc81-4be3-8f64-441188862056,Annotation,Cell47,Cell,Root object (Image),Polygon,309.18,484.71,0.9091,18.82,16.21
CBPM03Lc_Sec06_NPY_merged.tif,3ede3e3f-0c84-455c-955c-916fabaf998f,Annotation,Cell81,Cell,Root object (Image),Polygon,432.55,486.13,3.5406,38.59,22.84
CBPM03Lc_Sec06_NPY_merged.tif,bde7f19f-252e-4b88-9f91-ac16fc9d2765,Annotation,Cell60,Cell,Root object (Image),Polygon,369.08,486.95,5.846,16.24,15.25
CBPM03Lc_Sec06_NPY_merged.tif,2a57927b-46ed-43fe-b681-98d83697ff3e,Annotation,Cell59,Cell,Root object (Image),Polygon,313.52,488.61,0.7026,11.28,13.24
CBPM03Lc_Sec06_NPY_merged.tif,7752f0dc-1d06-44c7-a307-5ce4a7f4d03c,Annotation,Cell78,Cell,Root object (Image),Polygon,305.72,490,1.2041,13.11,13.94
CBPM03Lc_Sec06_NPY_merged.tif,436d0908-54f2-4b52-849f-99c9d9dbf3a5,Annotation,Cell70,Cell,Root object (Image),Polygon,380.65,489.89,5.1041,24.99,22.71
CBPM03Lc_Sec06_NPY_merged.tif,ea98aeb2-f239-47d8-9207-5198bdd8d398,Annotation,Cell72,Cell,Root object (Image),Polygon,396.04,414.92,1.2536,66.28,30.37
CBPM03Lc_Sec06_NPY_merged.tif,1d2954fa-0862-46ab-867e-7a4ed8e499f3,Annotation,Cell76,Cell,Root object (Image),Polygon,430.65,409.09,0.6181,30.06,20.82
CBPM03Lc_Sec06_NPY_merged.tif,1656015b-dcf2-47ba-a62e-56915d401897,Annotation,Cell93,Cell,Root object (Image),Polygon,391.34,404.62,0.023,19.43,16.69
CBPM03Lc_Sec06_NPY_merged.tif,d4322efc-126a-4364-a4f2-958d76876f89,Annotation,Cell49,Cell,Root object (Image),Polygon,396.28,406.13,0,34.97,22.44
CBPM03Lc_Sec06_NPY_merged.tif,a735be6c-d0b0-4741-ae25-6d9da1529e9b,Annotation,Cell67,Cell,Root object (Image),Polygon,417.3,343.64,0,19.18,17.95
